Area,MTU,Fossil Gas  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
BZN|SE3,07.12.2022 03:00 - 07.12.2022 04:00 (CET/CEST),0,941,5762,1292,0,577
BZN|SE3,07.12.2022 04:00 - 07.12.2022 05:00 (CET/CEST),0,992,5761,1296,0,554
BZN|SE3,07.12.2022 05:00 - 07.12.2022 06:00 (CET/CEST),0,1079,5761,1331,0,530
BZN|SE3,07.12.2022 06:00 - 07.12.2022 07:00 (CET/CEST),0,1131,5762,1331,0,502
BZN|SE3,07.12.2022 07:00 - 07.12.2022 08:00 (CET/CEST),0,1220,5760,1331,0,532
BZN|SE3,07.12.2022 08:00 - 07.12.2022 09:00 (CET/CEST),0,1258,5763,1337,0,488
BZN|SE3,07.12.2022 09:00 - 07.12.2022 10:00 (CET/CEST),0,1251,5763,1336,3,445
BZN|SE3,07.12.2022 10:00 - 07.12.2022 11:00 (CET/CEST),0,1256,5764,1346,11,336
BZN|SE3,07.12.2022 11:00 - 07.12.2022 12:00 (CET/CEST),0,1262,5765,1336,17,321
BZN|SE3,07.12.2022 12:00 - 07.12.2022 13:00 (CET/CEST),0,1271,5765,1307,18,247
BZN|SE3,07.12.2022 13:00 - 07.12.2022 14:00 (CET/CEST),0,1263,5766,1316,11,227
BZN|SE3,07.12.2022 14:00 - 07.12.2022 15:00 (CET/CEST),0,1266,5766,1316,3,255
BZN|SE3,07.12.2022 15:00 - 07.12.2022 16:00 (CET/CEST),0,1268,5765,1314,0,291
BZN|SE3,07.12.2022 16:00 - 07.12.2022 17:00 (CET/CEST),0,1297,5767,1309,0,312
BZN|SE3,07.12.2022 17:00 - 07.12.2022 18:00 (CET/CEST),0,1290,5767,1322,0,311
BZN|SE3,07.12.2022 18:00 - 07.12.2022 19:00 (CET/CEST),0,1294,5767,1316,0,305
BZN|SE3,07.12.2022 19:00 - 07.12.2022 20:00 (CET/CEST),0,1295,5769,1312,0,282
BZN|SE3,07.12.2022 20:00 - 07.12.2022 21:00 (CET/CEST),0,1281,5769,1288,0,250
BZN|SE3,07.12.2022 21:00 - 07.12.2022 22:00 (CET/CEST),0,1174,5768,1286,0,246
BZN|SE3,07.12.2022 22:00 - 07.12.2022 23:00 (CET/CEST),0,1112,5768,1277,0,255
BZN|SE3,07.12.2022 23:00 - 08.12.2022 00:00 (CET/CEST),0,1097,5769,1257,0,263
BZN|SE3,08.12.2022 00:00 - 08.12.2022 01:00 (CET/CEST),0,1040,5772,1267,0,247
BZN|SE3,08.12.2022 01:00 - 08.12.2022 02:00 (CET/CEST),0,1026,5772,1259,0,274
BZN|SE3,08.12.2022 02:00 - 08.12.2022 03:00 (CET/CEST),0,1022,5772,1261,0,291
BZN|SE3,08.12.2022 03:00 - 08.12.2022 04:00 (CET/CEST),0,1031,5772,1264,0,307
BZN|SE3,08.12.2022 04:00 - 08.12.2022 05:00 (CET/CEST),0,1062,5774,1249,0,354
BZN|SE3,08.12.2022 05:00 - 08.12.2022 06:00 (CET/CEST),0,1084,5771,1235,0,341
BZN|SE3,08.12.2022 06:00 - 08.12.2022 07:00 (CET/CEST),0,1165,5771,1212,0,339
BZN|SE3,08.12.2022 07:00 - 08.12.2022 08:00 (CET/CEST),0,1314,5773,1201,0,347
BZN|SE3,08.12.2022 08:00 - 08.12.2022 09:00 (CET/CEST),0,1301,5776,1195,0,349
BZN|SE3,08.12.2022 09:00 - 08.12.2022 10:00 (CET/CEST),0,1309,5776,1194,3,368
BZN|SE3,08.12.2022 10:00 - 08.12.2022 11:00 (CET/CEST),0,1314,5776,1195,10,407
BZN|SE3,08.12.2022 11:00 - 08.12.2022 12:00 (CET/CEST),0,1318,5776,1206,16,439
BZN|SE3,08.12.2022 12:00 - 08.12.2022 13:00 (CET/CEST),0,1318,5777,1208,15,481
BZN|SE3,08.12.2022 13:00 - 08.12.2022 14:00 (CET/CEST),0,1318,5776,1179,9,495
BZN|SE3,08.12.2022 14:00 - 08.12.2022 15:00 (CET/CEST),0,1327,5774,1186,3,541
BZN|SE3,08.12.2022 15:00 - 08.12.2022 16:00 (CET/CEST),0,1285,5774,1173,0,629
BZN|SE3,08.12.2022 16:00 - 08.12.2022 17:00 (CET/CEST),0,1330,5772,1179,0,714
BZN|SE3,08.12.2022 17:00 - 08.12.2022 18:00 (CET/CEST),0,1335,5773,1181,0,748
BZN|SE3,08.12.2022 18:00 - 08.12.2022 19:00 (CET/CEST),0,1340,5772,1194,0,778
BZN|SE3,08.12.2022 19:00 - 08.12.2022 20:00 (CET/CEST),0,1348,5771,1217,0,775
BZN|SE3,08.12.2022 20:00 - 08.12.2022 21:00 (CET/CEST),0,1305,5772,1277,0,791
BZN|SE3,08.12.2022 21:00 - 08.12.2022 22:00 (CET/CEST),0,1185,5771,1338,0,841
BZN|SE3,08.12.2022 22:00 - 08.12.2022 23:00 (CET/CEST),0,1118,5770,1337,0,843
BZN|SE3,08.12.2022 23:00 - 09.12.2022 00:00 (CET/CEST),0,1058,5769,1336,0,897
BZN|SE3,09.12.2022 00:00 - 09.12.2022 01:00 (CET/CEST),0,1039,5771,1339,0,958
BZN|SE3,09.12.2022 01:00 - 09.12.2022 02:00 (CET/CEST),0,1042,5771,1339,0,915
BZN|SE3,09.12.2022 02:00 - 09.12.2022 03:00 (CET/CEST),0,1048,5771,1335,0,853
BZN|SE3,09.12.2022 03:00 - 09.12.2022 04:00 (CET/CEST),0,1044,5771,1336,0,794
BZN|SE3,09.12.2022 04:00 - 09.12.2022 05:00 (CET/CEST),0,1054,5770,1336,0,733
BZN|SE3,09.12.2022 05:00 - 09.12.2022 06:00 (CET/CEST),0,1081,5771,1344,0,672
BZN|SE3,09.12.2022 06:00 - 09.12.2022 07:00 (CET/CEST),0,1195,5770,1354,0,660
BZN|SE3,09.12.2022 07:00 - 09.12.2022 08:00 (CET/CEST),0,1349,5772,1355,0,623
BZN|SE3,09.12.2022 08:00 - 09.12.2022 09:00 (CET/CEST),0,1369,5770,1354,0,603
BZN|SE3,09.12.2022 09:00 - 09.12.2022 10:00 (CET/CEST),0,1377,5772,1348,1,581
BZN|SE3,09.12.2022 10:00 - 09.12.2022 11:00 (CET/CEST),0,1395,5772,1359,4,570
BZN|SE3,09.12.2022 11:00 - 09.12.2022 12:00 (CET/CEST),0,1419,5771,1358,7,510
BZN|SE3,09.12.2022 12:00 - 09.12.2022 13:00 (CET/CEST),0,1427,5772,1355,6,482
BZN|SE3,09.12.2022 13:00 - 09.12.2022 14:00 (CET/CEST),0,1425,5772,1355,4,508
BZN|SE3,09.12.2022 14:00 - 09.12.2022 15:00 (CET/CEST),0,1445,5771,1353,1,549
BZN|SE3,09.12.2022 15:00 - 09.12.2022 16:00 (CET/CEST),0,1468,5772,1353,0,611
BZN|SE3,09.12.2022 16:00 - 09.12.2022 17:00 (CET/CEST),0,1459,5544,1352,0,670
BZN|SE3,09.12.2022 17:00 - 09.12.2022 18:00 (CET/CEST),0,1467,5171,1343,0,697
BZN|SE3,09.12.2022 18:00 - 09.12.2022 19:00 (CET/CEST),0,1463,4795,1293,0,700
BZN|SE3,09.12.2022 19:00 - 09.12.2022 20:00 (CET/CEST),0,1457,4644,1348,0,686
BZN|SE3,09.12.2022 20:00 - 09.12.2022 21:00 (CET/CEST),0,1430,4492,1347,0,655
BZN|SE3,09.12.2022 21:00 - 09.12.2022 22:00 (CET/CEST),0,1278,4394,1290,0,660
BZN|SE3,09.12.2022 22:00 - 09.12.2022 23:00 (CET/CEST),0,1230,4393,1300,0,668
BZN|SE3,09.12.2022 23:00 - 10.12.2022 00:00 (CET/CEST),0,1177,4393,1308,0,657
BZN|SE3,10.12.2022 00:00 - 10.12.2022 01:00 (CET/CEST),0,1114,4355,1296,0,645
BZN|SE3,10.12.2022 01:00 - 10.12.2022 02:00 (CET/CEST),0,1108,4143,1297,0,647
BZN|SE3,10.12.2022 02:00 - 10.12.2022 03:00 (CET/CEST),0,1108,3953,1293,0,616
BZN|SE3,10.12.2022 03:00 - 10.12.2022 04:00 (CET/CEST),0,1109,3935,1322,0,605
BZN|SE3,10.12.2022 04:00 - 10.12.2022 05:00 (CET/CEST),0,1109,3898,1315,0,591
BZN|SE3,10.12.2022 05:00 - 10.12.2022 06:00 (CET/CEST),0,1114,3858,1313,0,588
BZN|SE3,10.12.2022 06:00 - 10.12.2022 07:00 (CET/CEST),0,1132,3853,1310,0,593
BZN|SE3,10.12.2022 07:00 - 10.12.2022 08:00 (CET/CEST),0,1174,3852,1310,0,609
BZN|SE3,10.12.2022 08:00 - 10.12.2022 09:00 (CET/CEST),0,1262,3853,1311,0,580
BZN|SE3,10.12.2022 09:00 - 10.12.2022 10:00 (CET/CEST),0,1294,3853,1312,2,553
BZN|SE3,10.12.2022 10:00 - 10.12.2022 11:00 (CET/CEST),0,1352,3854,1329,5,530
BZN|SE3,10.12.2022 11:00 - 10.12.2022 12:00 (CET/CEST),0,1355,3854,1333,8,481
BZN|SE3,10.12.2022 12:00 - 10.12.2022 13:00 (CET/CEST),0,1314,3854,1382,8,440
BZN|SE3,10.12.2022 13:00 - 10.12.2022 14:00 (CET/CEST),0,1290,3853,1374,5,435
BZN|SE3,10.12.2022 14:00 - 10.12.2022 15:00 (CET/CEST),0,1284,3854,1367,2,465
BZN|SE3,10.12.2022 15:00 - 10.12.2022 16:00 (CET/CEST),0,1306,3852,1379,0,510
BZN|SE3,10.12.2022 16:00 - 10.12.2022 17:00 (CET/CEST),0,1330,3852,1386,0,542
BZN|SE3,10.12.2022 17:00 - 10.12.2022 18:00 (CET/CEST),0,1335,3854,1387,0,556
BZN|SE3,10.12.2022 18:00 - 10.12.2022 19:00 (CET/CEST),0,1336,3855,1386,0,579
BZN|SE3,10.12.2022 19:00 - 10.12.2022 20:00 (CET/CEST),0,1334,3855,1388,0,564
BZN|SE3,10.12.2022 20:00 - 10.12.2022 21:00 (CET/CEST),0,1304,3854,1385,0,558
BZN|SE3,10.12.2022 21:00 - 10.12.2022 22:00 (CET/CEST),0,1270,3855,1387,0,535
BZN|SE3,10.12.2022 22:00 - 10.12.2022 23:00 (CET/CEST),0,1249,3854,1387,0,530
BZN|SE3,10.12.2022 23:00 - 11.12.2022 00:00 (CET/CEST),0,1212,3853,1380,0,519
BZN|SE3,11.12.2022 00:00 - 11.12.2022 01:00 (CET/CEST),0,1175,3852,1369,0,475
BZN|SE3,11.12.2022 01:00 - 11.12.2022 02:00 (CET/CEST),0,1150,3829,1373,0,425
BZN|SE3,11.12.2022 02:00 - 11.12.2022 03:00 (CET/CEST),0,1115,3829,1359,0,409
BZN|SE3,11.12.2022 03:00 - 11.12.2022 04:00 (CET/CEST),0,1078,3823,1353,0,384
BZN|SE3,11.12.2022 04:00 - 11.12.2022 05:00 (CET/CEST),0,1082,3806,1363,0,363
BZN|SE3,11.12.2022 05:00 - 11.12.2022 06:00 (CET/CEST),0,1096,3840,1351,0,354
BZN|SE3,11.12.2022 06:00 - 11.12.2022 07:00 (CET/CEST),0,1133,3842,1351,0,372
BZN|SE3,11.12.2022 07:00 - 11.12.2022 08:00 (CET/CEST),0,1148,3842,1368,0,378
BZN|SE3,11.12.2022 08:00 - 11.12.2022 09:00 (CET/CEST),0,1181,3841,1363,0,395
BZN|SE3,11.12.2022 09:00 - 11.12.2022 10:00 (CET/CEST),0,1231,3841,1358,2,368
BZN|SE3,11.12.2022 10:00 - 11.12.2022 11:00 (CET/CEST),0,1258,3842,1372,6,340
BZN|SE3,11.12.2022 11:00 - 11.12.2022 12:00 (CET/CEST),0,1310,3843,1373,10,285
BZN|SE3,11.12.2022 12:00 - 11.12.2022 13:00 (CET/CEST),0,1403,3842,1378,9,261
BZN|SE3,11.12.2022 13:00 - 11.12.2022 14:00 (CET/CEST),0,1418,3842,1383,5,283
BZN|SE3,11.12.2022 14:00 - 11.12.2022 15:00 (CET/CEST),0,1364,3842,1379,1,330
BZN|SE3,11.12.2022 15:00 - 11.12.2022 16:00 (CET/CEST),0,1363,3841,1380,0,416
BZN|SE3,11.12.2022 16:00 - 11.12.2022 17:00 (CET/CEST),0,1381,3841,1384,0,466
BZN|SE3,11.12.2022 17:00 - 11.12.2022 18:00 (CET/CEST),0,1453,3842,1385,0,516
BZN|SE3,11.12.2022 18:00 - 11.12.2022 19:00 (CET/CEST),0,1468,3842,1385,0,548
BZN|SE3,11.12.2022 19:00 - 11.12.2022 20:00 (CET/CEST),0,1416,3842,1382,0,600
BZN|SE3,11.12.2022 20:00 - 11.12.2022 21:00 (CET/CEST),0,1360,3845,1378,0,620
BZN|SE3,11.12.2022 21:00 - 11.12.2022 22:00 (CET/CEST),0,1295,3845,1380,0,656
BZN|SE3,11.12.2022 22:00 - 11.12.2022 23:00 (CET/CEST),0,1243,3845,1379,0,717
BZN|SE3,11.12.2022 23:00 - 12.12.2022 00:00 (CET/CEST),0,1181,3845,1379,0,809
BZN|SE3,12.12.2022 00:00 - 12.12.2022 01:00 (CET/CEST),0,1237,3848,1406,0,916
BZN|SE3,12.12.2022 01:00 - 12.12.2022 02:00 (CET/CEST),0,1197,3848,1413,0,989
BZN|SE3,12.12.2022 02:00 - 12.12.2022 03:00 (CET/CEST),0,1196,3849,1413,0,982
BZN|SE3,12.12.2022 03:00 - 12.12.2022 04:00 (CET/CEST),0,1202,3943,1411,0,968
BZN|SE3,12.12.2022 04:00 - 12.12.2022 05:00 (CET/CEST),0,1219,4164,1416,0,979
BZN|SE3,12.12.2022 05:00 - 12.12.2022 06:00 (CET/CEST),0,1264,4260,1407,0,1008
BZN|SE3,12.12.2022 06:00 - 12.12.2022 07:00 (CET/CEST),0,1399,4319,1408,0,1031
BZN|SE3,12.12.2022 07:00 - 12.12.2022 08:00 (CET/CEST),0,1578,4372,1409,0,1066
BZN|SE3,12.12.2022 08:00 - 12.12.2022 09:00 (CET/CEST),0,1586,4381,1411,0,1119
BZN|SE3,12.12.2022 09:00 - 12.12.2022 10:00 (CET/CEST),0,1588,4391,1414,1,1130
BZN|SE3,12.12.2022 10:00 - 12.12.2022 11:00 (CET/CEST),0,1601,4396,1420,4,1157
BZN|SE3,12.12.2022 11:00 - 12.12.2022 12:00 (CET/CEST),0,1554,4389,1425,7,1167
BZN|SE3,12.12.2022 12:00 - 12.12.2022 13:00 (CET/CEST),0,1559,4392,1439,7,1215
BZN|SE3,12.12.2022 13:00 - 12.12.2022 14:00 (CET/CEST),0,1558,4394,1445,4,1292
BZN|SE3,12.12.2022 14:00 - 12.12.2022 15:00 (CET/CEST),0,1558,4394,1452,1,1401
BZN|SE3,12.12.2022 15:00 - 12.12.2022 16:00 (CET/CEST),0,1615,4394,1454,0,1524
BZN|SE3,12.12.2022 16:00 - 12.12.2022 17:00 (CET/CEST),0,1599,4395,1453,0,1621
BZN|SE3,12.12.2022 17:00 - 12.12.2022 18:00 (CET/CEST),0,1598,4396,1450,0,1647
BZN|SE3,12.12.2022 18:00 - 12.12.2022 19:00 (CET/CEST),0,1597,4397,1451,0,1718
BZN|SE3,12.12.2022 19:00 - 12.12.2022 20:00 (CET/CEST),0,1562,4398,1447,0,1721
BZN|SE3,12.12.2022 20:00 - 12.12.2022 21:00 (CET/CEST),0,1543,4398,1442,0,1738
BZN|SE3,12.12.2022 21:00 - 12.12.2022 22:00 (CET/CEST),0,1443,4400,1439,0,1749
BZN|SE3,12.12.2022 22:00 - 12.12.2022 23:00 (CET/CEST),0,1376,4399,1441,0,1769
BZN|SE3,12.12.2022 23:00 - 13.12.2022 00:00 (CET/CEST),0,1128,4400,1412,0,1792
BZN|SE3,13.12.2022 00:00 - 13.12.2022 01:00 (CET/CEST),0,1255,4400,1352,0,1794
BZN|SE3,13.12.2022 01:00 - 13.12.2022 02:00 (CET/CEST),0,1222,4400,1364,0,1806
BZN|SE3,13.12.2022 02:00 - 13.12.2022 03:00 (CET/CEST),0,1122,4401,1350,0,1788
BZN|SE3,13.12.2022 03:00 - 13.12.2022 04:00 (CET/CEST),0,1096,4402,1358,0,1738
BZN|SE3,13.12.2022 04:00 - 13.12.2022 05:00 (CET/CEST),0,1215,4400,1386,0,1644
BZN|SE3,13.12.2022 05:00 - 13.12.2022 06:00 (CET/CEST),0,1302,4400,1419,0,1572
BZN|SE3,13.12.2022 06:00 - 13.12.2022 07:00 (CET/CEST),0,1389,4401,1432,0,1504
BZN|SE3,13.12.2022 07:00 - 13.12.2022 08:00 (CET/CEST),0,1500,4400,1406,0,1447
BZN|SE3,13.12.2022 08:00 - 13.12.2022 09:00 (CET/CEST),0,1572,4401,1412,0,1361
BZN|SE3,13.12.2022 09:00 - 13.12.2022 10:00 (CET/CEST),0,1574,4400,1413,3,1292
BZN|SE3,13.12.2022 10:00 - 13.12.2022 11:00 (CET/CEST),0,1550,4402,1430,9,1217
BZN|SE3,13.12.2022 11:00 - 13.12.2022 12:00 (CET/CEST),0,1534,4403,1439,14,1123
BZN|SE3,13.12.2022 12:00 - 13.12.2022 13:00 (CET/CEST),0,1502,4400,1448,15,1031
BZN|SE3,13.12.2022 13:00 - 13.12.2022 14:00 (CET/CEST),0,1511,4401,1439,9,980
BZN|SE3,13.12.2022 14:00 - 13.12.2022 15:00 (CET/CEST),0,1506,4402,1437,3,968
BZN|SE3,13.12.2022 15:00 - 13.12.2022 16:00 (CET/CEST),0,1517,4402,1458,0,1000
BZN|SE3,13.12.2022 16:00 - 13.12.2022 17:00 (CET/CEST),90,1543,4402,1463,0,1018
BZN|SE3,13.12.2022 17:00 - 13.12.2022 18:00 (CET/CEST),90,1542,4403,1425,0,952
BZN|SE3,13.12.2022 18:00 - 13.12.2022 19:00 (CET/CEST),90,1539,4403,1429,0,889
BZN|SE3,13.12.2022 19:00 - 13.12.2022 20:00 (CET/CEST),90,1544,4402,1410,0,846
BZN|SE3,13.12.2022 20:00 - 13.12.2022 21:00 (CET/CEST),90,1494,4403,1392,0,837
BZN|SE3,13.12.2022 21:00 - 13.12.2022 22:00 (CET/CEST),0,1423,4404,1377,0,847
BZN|SE3,13.12.2022 22:00 - 13.12.2022 23:00 (CET/CEST),0,1359,4403,1371,0,855
BZN|SE3,13.12.2022 23:00 - 14.12.2022 00:00 (CET/CEST),0,1300,4402,1315,0,835
BZN|SE3,14.12.2022 00:00 - 14.12.2022 01:00 (CET/CEST),0,1270,4402,1312,0,862
BZN|SE3,14.12.2022 01:00 - 14.12.2022 02:00 (CET/CEST),0,1253,4400,1318,0,865
BZN|SE3,14.12.2022 02:00 - 14.12.2022 03:00 (CET/CEST),0,1242,4399,1323,0,869
BZN|SE3,14.12.2022 03:00 - 14.12.2022 04:00 (CET/CEST),0,1246,4399,1333,0,834
BZN|SE3,14.12.2022 04:00 - 14.12.2022 05:00 (CET/CEST),0,1250,4401,1332,0,820
BZN|SE3,14.12.2022 05:00 - 14.12.2022 06:00 (CET/CEST),0,1297,4403,1344,0,785
BZN|SE3,14.12.2022 06:00 - 14.12.2022 07:00 (CET/CEST),0,1392,4402,1430,0,788
BZN|SE3,14.12.2022 07:00 - 14.12.2022 08:00 (CET/CEST),90,1504,4404,1433,0,795
BZN|SE3,14.12.2022 08:00 - 14.12.2022 09:00 (CET/CEST),90,1561,4404,1429,0,808
BZN|SE3,14.12.2022 09:00 - 14.12.2022 10:00 (CET/CEST),90,1576,4404,1438,1,816
BZN|SE3,14.12.2022 10:00 - 14.12.2022 11:00 (CET/CEST),90,1577,4406,1442,3,797
BZN|SE3,14.12.2022 11:00 - 14.12.2022 12:00 (CET/CEST),0,1579,4404,1445,5,780
BZN|SE3,14.12.2022 12:00 - 14.12.2022 13:00 (CET/CEST),0,1541,4404,1431,5,770
BZN|SE3,14.12.2022 13:00 - 14.12.2022 14:00 (CET/CEST),0,1539,4406,1451,3,745
BZN|SE3,14.12.2022 14:00 - 14.12.2022 15:00 (CET/CEST),0,1552,4405,1442,1,682
BZN|SE3,14.12.2022 15:00 - 14.12.2022 16:00 (CET/CEST),0,1543,4404,1452,0,605
BZN|SE3,14.12.2022 16:00 - 14.12.2022 17:00 (CET/CEST),0,1572,4407,1456,0,541
BZN|SE3,14.12.2022 17:00 - 14.12.2022 18:00 (CET/CEST),0,1577,4405,1460,0,460
BZN|SE3,14.12.2022 18:00 - 14.12.2022 19:00 (CET/CEST),0,1586,4406,1442,0,382
BZN|SE3,14.12.2022 19:00 - 14.12.2022 20:00 (CET/CEST),0,1581,4406,1421,0,343
BZN|SE3,14.12.2022 20:00 - 14.12.2022 21:00 (CET/CEST),0,1524,4406,1423,0,332
BZN|SE3,14.12.2022 21:00 - 14.12.2022 22:00 (CET/CEST),0,1472,4405,1420,0,316
BZN|SE3,14.12.2022 22:00 - 14.12.2022 23:00 (CET/CEST),0,1430,4393,1431,0,306
BZN|SE3,14.12.2022 23:00 - 15.12.2022 00:00 (CET/CEST),0,1408,4390,1424,0,289
BZN|SE3,15.12.2022 00:00 - 15.12.2022 01:00 (CET/CEST),0,1231,4386,1452,0,290
BZN|SE3,15.12.2022 01:00 - 15.12.2022 02:00 (CET/CEST),0,1154,4385,1437,0,288
BZN|SE3,15.12.2022 02:00 - 15.12.2022 03:00 (CET/CEST),0,1155,4386,1371,0,283
BZN|SE3,15.12.2022 03:00 - 15.12.2022 04:00 (CET/CEST),0,1153,4386,1363,0,269
BZN|SE3,15.12.2022 04:00 - 15.12.2022 05:00 (CET/CEST),0,1153,4386,1349,0,267
BZN|SE3,15.12.2022 05:00 - 15.12.2022 06:00 (CET/CEST),0,1166,4386,1395,0,285
BZN|SE3,15.12.2022 06:00 - 15.12.2022 07:00 (CET/CEST),0,1356,4387,1438,0,245
BZN|SE3,15.12.2022 07:00 - 15.12.2022 08:00 (CET/CEST),0,1555,4387,1445,0,245
BZN|SE3,15.12.2022 08:00 - 15.12.2022 09:00 (CET/CEST),0,1581,4385,1403,0,230
BZN|SE3,15.12.2022 09:00 - 15.12.2022 10:00 (CET/CEST),0,1581,4384,1433,1,200
BZN|SE3,15.12.2022 10:00 - 15.12.2022 11:00 (CET/CEST),0,1583,4382,1444,5,201
BZN|SE3,15.12.2022 11:00 - 15.12.2022 12:00 (CET/CEST),0,1591,4384,1463,9,187
BZN|SE3,15.12.2022 12:00 - 15.12.2022 13:00 (CET/CEST),0,1589,4383,1411,8,219
BZN|SE3,15.12.2022 13:00 - 15.12.2022 14:00 (CET/CEST),0,1610,4382,1406,6,218
BZN|SE3,15.12.2022 14:00 - 15.12.2022 15:00 (CET/CEST),0,1612,4385,1374,2,233
BZN|SE3,15.12.2022 15:00 - 15.12.2022 16:00 (CET/CEST),0,1614,4388,1398,0,257
BZN|SE3,15.12.2022 16:00 - 15.12.2022 17:00 (CET/CEST),0,1615,4388,1393,0,279
BZN|SE3,15.12.2022 17:00 - 15.12.2022 18:00 (CET/CEST),0,1612,4386,1392,0,325
BZN|SE3,15.12.2022 18:00 - 15.12.2022 19:00 (CET/CEST),0,1596,4387,1393,0,374
BZN|SE3,15.12.2022 19:00 - 15.12.2022 20:00 (CET/CEST),0,1595,4388,1405,0,415
BZN|SE3,15.12.2022 20:00 - 15.12.2022 21:00 (CET/CEST),0,1584,4386,1400,0,468
BZN|SE3,15.12.2022 21:00 - 15.12.2022 22:00 (CET/CEST),0,1433,4387,1386,0,531
BZN|SE3,15.12.2022 22:00 - 15.12.2022 23:00 (CET/CEST),0,1366,4386,1387,0,565
BZN|SE3,15.12.2022 23:00 - 16.12.2022 00:00 (CET/CEST),0,1294,4386,1383,0,581
BZN|SE3,16.12.2022 00:00 - 16.12.2022 01:00 (CET/CEST),0,1152,4394,1344,0,612
BZN|SE3,16.12.2022 01:00 - 16.12.2022 02:00 (CET/CEST),0,1160,4406,1338,0,623
BZN|SE3,16.12.2022 02:00 - 16.12.2022 03:00 (CET/CEST),0,1148,4410,1336,0,543
BZN|SE3,16.12.2022 03:00 - 16.12.2022 04:00 (CET/CEST),0,1134,4411,1336,0,521
BZN|SE3,16.12.2022 04:00 - 16.12.2022 05:00 (CET/CEST),0,1131,4410,1333,0,461
BZN|SE3,16.12.2022 05:00 - 16.12.2022 06:00 (CET/CEST),0,1191,4411,1337,0,409
BZN|SE3,16.12.2022 06:00 - 16.12.2022 07:00 (CET/CEST),0,1373,4411,1366,0,349
BZN|SE3,16.12.2022 07:00 - 16.12.2022 08:00 (CET/CEST),0,1556,4411,1358,0,316
BZN|SE3,16.12.2022 08:00 - 16.12.2022 09:00 (CET/CEST),0,1569,4410,1377,0,305
BZN|SE3,16.12.2022 09:00 - 16.12.2022 10:00 (CET/CEST),0,1616,4409,1383,2,298
BZN|SE3,16.12.2022 10:00 - 16.12.2022 11:00 (CET/CEST),0,1580,4409,1384,7,312
BZN|SE3,16.12.2022 11:00 - 16.12.2022 12:00 (CET/CEST),0,1581,4410,1398,13,361
BZN|SE3,16.12.2022 12:00 - 16.12.2022 13:00 (CET/CEST),0,1583,4409,1389,12,388
BZN|SE3,16.12.2022 13:00 - 16.12.2022 14:00 (CET/CEST),0,1579,4410,1394,8,425
BZN|SE3,16.12.2022 14:00 - 16.12.2022 15:00 (CET/CEST),0,1577,4410,1316,3,484
BZN|SE3,16.12.2022 15:00 - 16.12.2022 16:00 (CET/CEST),0,1582,4408,1320,1,501
BZN|SE3,16.12.2022 16:00 - 16.12.2022 17:00 (CET/CEST),0,1575,4407,1333,0,556
BZN|SE3,16.12.2022 17:00 - 16.12.2022 18:00 (CET/CEST),0,1563,4408,1335,0,640
BZN|SE3,16.12.2022 18:00 - 16.12.2022 19:00 (CET/CEST),0,1564,4409,1335,0,731
BZN|SE3,16.12.2022 19:00 - 16.12.2022 20:00 (CET/CEST),0,1563,4410,1349,0,862
BZN|SE3,16.12.2022 20:00 - 16.12.2022 21:00 (CET/CEST),0,1550,4410,1334,0,996
BZN|SE3,16.12.2022 21:00 - 16.12.2022 22:00 (CET/CEST),0,1350,4411,1299,0,1111
BZN|SE3,16.12.2022 22:00 - 16.12.2022 23:00 (CET/CEST),0,1218,4410,1310,0,1175
BZN|SE3,16.12.2022 23:00 - 17.12.2022 00:00 (CET/CEST),0,1292,4410,1297,0,1259
BZN|SE3,17.12.2022 00:00 - 17.12.2022 01:00 (CET/CEST),0,1022,4412,1349,0,1321
BZN|SE3,17.12.2022 01:00 - 17.12.2022 02:00 (CET/CEST),0,1002,4413,1351,0,1453
BZN|SE3,17.12.2022 02:00 - 17.12.2022 03:00 (CET/CEST),0,990,4413,1282,0,1568
BZN|SE3,17.12.2022 03:00 - 17.12.2022 04:00 (CET/CEST),0,975,4413,1267,0,1688
BZN|SE3,17.12.2022 04:00 - 17.12.2022 05:00 (CET/CEST),0,962,4412,1259,0,1761
BZN|SE3,17.12.2022 05:00 - 17.12.2022 06:00 (CET/CEST),0,969,4412,1263,0,1870
BZN|SE3,17.12.2022 06:00 - 17.12.2022 07:00 (CET/CEST),0,974,4412,1265,0,1903
BZN|SE3,17.12.2022 07:00 - 17.12.2022 08:00 (CET/CEST),0,1000,4412,1277,0,1953
BZN|SE3,17.12.2022 08:00 - 17.12.2022 09:00 (CET/CEST),0,1012,4410,1263,0,2004
BZN|SE3,17.12.2022 09:00 - 17.12.2022 10:00 (CET/CEST),0,1009,4411,1276,1,2046
BZN|SE3,17.12.2022 10:00 - 17.12.2022 11:00 (CET/CEST),0,1070,4411,1279,4,2037
BZN|SE3,17.12.2022 11:00 - 17.12.2022 12:00 (CET/CEST),0,1104,4409,1283,5,1993
BZN|SE3,17.12.2022 12:00 - 17.12.2022 13:00 (CET/CEST),0,1078,4409,1267,5,1967
BZN|SE3,17.12.2022 13:00 - 17.12.2022 14:00 (CET/CEST),0,1077,4409,1264,3,1969
