Area,MTU,Fossil Gas  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
BZN|SE3,10.01.2022 11:00 - 10.01.2022 12:00 (CET/CEST),0,1461,5827,1384,7,308
BZN|SE3,10.01.2022 12:00 - 10.01.2022 13:00 (CET/CEST),0,1452,5828,1368,7,251
BZN|SE3,10.01.2022 13:00 - 10.01.2022 14:00 (CET/CEST),0,1451,5828,1379,5,226
BZN|SE3,10.01.2022 14:00 - 10.01.2022 15:00 (CET/CEST),0,1410,5829,1387,2,233
BZN|SE3,10.01.2022 15:00 - 10.01.2022 16:00 (CET/CEST),0,1451,5827,1379,0,268
BZN|SE3,10.01.2022 16:00 - 10.01.2022 17:00 (CET/CEST),0,1523,5829,1388,0,316
BZN|SE3,10.01.2022 17:00 - 10.01.2022 18:00 (CET/CEST),0,1560,5829,1394,0,352
BZN|SE3,10.01.2022 18:00 - 10.01.2022 19:00 (CET/CEST),0,1538,5828,1389,0,415
BZN|SE3,10.01.2022 19:00 - 10.01.2022 20:00 (CET/CEST),0,1569,5827,1388,0,486
BZN|SE3,10.01.2022 20:00 - 10.01.2022 21:00 (CET/CEST),0,1554,5827,1385,0,568
BZN|SE3,10.01.2022 21:00 - 10.01.2022 22:00 (CET/CEST),0,1461,5827,1374,0,685
BZN|SE3,10.01.2022 22:00 - 10.01.2022 23:00 (CET/CEST),0,1436,5828,1293,0,823
BZN|SE3,10.01.2022 23:00 - 11.01.2022 00:00 (CET/CEST),0,1305,5827,1203,0,914
BZN|SE3,11.01.2022 00:00 - 11.01.2022 01:00 (CET/CEST),0,1294,5829,1183,0,1041
BZN|SE3,11.01.2022 01:00 - 11.01.2022 02:00 (CET/CEST),0,1252,5828,1169,0,1145
BZN|SE3,11.01.2022 02:00 - 11.01.2022 03:00 (CET/CEST),0,1250,5828,1166,0,1212
BZN|SE3,11.01.2022 03:00 - 11.01.2022 04:00 (CET/CEST),0,1250,5829,1170,0,1302
BZN|SE3,11.01.2022 04:00 - 11.01.2022 05:00 (CET/CEST),0,1252,5829,1175,0,1301
BZN|SE3,11.01.2022 05:00 - 11.01.2022 06:00 (CET/CEST),0,1217,5828,1189,0,1361
BZN|SE3,11.01.2022 06:00 - 11.01.2022 07:00 (CET/CEST),0,1437,5829,1144,0,1417
BZN|SE3,11.01.2022 07:00 - 11.01.2022 08:00 (CET/CEST),0,1531,5848,1166,0,1452
BZN|SE3,11.01.2022 08:00 - 11.01.2022 09:00 (CET/CEST),0,1554,5830,1177,0,1465
BZN|SE3,11.01.2022 09:00 - 11.01.2022 10:00 (CET/CEST),0,1553,5831,1245,1,1482
BZN|SE3,11.01.2022 10:00 - 11.01.2022 11:00 (CET/CEST),0,1554,5959,1354,4,1520
BZN|SE3,11.01.2022 11:00 - 11.01.2022 12:00 (CET/CEST),0,1548,6159,1337,8,1539
BZN|SE3,11.01.2022 12:00 - 11.01.2022 13:00 (CET/CEST),0,1519,6279,1358,8,1552
BZN|SE3,11.01.2022 13:00 - 11.01.2022 14:00 (CET/CEST),0,1489,6377,1374,4,1613
BZN|SE3,11.01.2022 14:00 - 11.01.2022 15:00 (CET/CEST),0,1486,6393,1370,1,1718
BZN|SE3,11.01.2022 15:00 - 11.01.2022 16:00 (CET/CEST),0,1485,6393,1353,0,1696
BZN|SE3,11.01.2022 16:00 - 11.01.2022 17:00 (CET/CEST),0,1483,6392,1353,0,1660
BZN|SE3,11.01.2022 17:00 - 11.01.2022 18:00 (CET/CEST),0,1503,6391,1348,0,1670
BZN|SE3,11.01.2022 18:00 - 11.01.2022 19:00 (CET/CEST),0,1511,6427,1354,0,1669
BZN|SE3,11.01.2022 19:00 - 11.01.2022 20:00 (CET/CEST),0,1538,6584,1355,0,1601
BZN|SE3,11.01.2022 20:00 - 11.01.2022 21:00 (CET/CEST),0,1457,6690,1349,0,1499
BZN|SE3,11.01.2022 21:00 - 11.01.2022 22:00 (CET/CEST),0,1437,6794,1313,0,1357
BZN|SE3,11.01.2022 22:00 - 11.01.2022 23:00 (CET/CEST),0,1413,6794,1240,0,1230
BZN|SE3,11.01.2022 23:00 - 12.01.2022 00:00 (CET/CEST),0,1349,6795,1054,0,1164
BZN|SE3,12.01.2022 00:00 - 12.01.2022 01:00 (CET/CEST),0,966,6830,945,0,1170
BZN|SE3,12.01.2022 01:00 - 12.01.2022 02:00 (CET/CEST),0,927,6906,861,0,1198
BZN|SE3,12.01.2022 02:00 - 12.01.2022 03:00 (CET/CEST),0,929,6935,823,0,1259
BZN|SE3,12.01.2022 03:00 - 12.01.2022 04:00 (CET/CEST),0,932,6952,811,0,1349
BZN|SE3,12.01.2022 04:00 - 12.01.2022 05:00 (CET/CEST),0,940,6966,877,0,1433
BZN|SE3,12.01.2022 05:00 - 12.01.2022 06:00 (CET/CEST),0,1017,6970,953,0,1492
BZN|SE3,12.01.2022 06:00 - 12.01.2022 07:00 (CET/CEST),0,1221,6970,1024,0,1564
BZN|SE3,12.01.2022 07:00 - 12.01.2022 08:00 (CET/CEST),0,1445,6968,1032,0,1680
BZN|SE3,12.01.2022 08:00 - 12.01.2022 09:00 (CET/CEST),0,1472,6968,1074,0,1828
BZN|SE3,12.01.2022 09:00 - 12.01.2022 10:00 (CET/CEST),0,1474,6969,1069,1,1942
BZN|SE3,12.01.2022 10:00 - 12.01.2022 11:00 (CET/CEST),0,1477,6965,1073,3,2114
BZN|SE3,12.01.2022 11:00 - 12.01.2022 12:00 (CET/CEST),0,1472,6967,1054,5,2242
BZN|SE3,12.01.2022 12:00 - 12.01.2022 13:00 (CET/CEST),0,1393,6971,1061,5,2322
BZN|SE3,12.01.2022 13:00 - 12.01.2022 14:00 (CET/CEST),0,1306,6967,1066,4,2390
BZN|SE3,12.01.2022 14:00 - 12.01.2022 15:00 (CET/CEST),0,1277,6968,1065,1,2397
BZN|SE3,12.01.2022 15:00 - 12.01.2022 16:00 (CET/CEST),0,1346,6971,1073,0,2429
BZN|SE3,12.01.2022 16:00 - 12.01.2022 17:00 (CET/CEST),0,1386,6972,1074,0,2457
BZN|SE3,12.01.2022 17:00 - 12.01.2022 18:00 (CET/CEST),0,1378,6973,1060,0,2462
BZN|SE3,12.01.2022 18:00 - 12.01.2022 19:00 (CET/CEST),0,1313,6975,1063,0,2512
BZN|SE3,12.01.2022 19:00 - 12.01.2022 20:00 (CET/CEST),0,1128,6975,1029,0,2547
BZN|SE3,12.01.2022 20:00 - 12.01.2022 21:00 (CET/CEST),0,1002,6973,932,0,2587
BZN|SE3,12.01.2022 21:00 - 12.01.2022 22:00 (CET/CEST),0,922,6974,870,0,2613
BZN|SE3,12.01.2022 22:00 - 12.01.2022 23:00 (CET/CEST),0,877,6973,842,0,2630
BZN|SE3,12.01.2022 23:00 - 13.01.2022 00:00 (CET/CEST),0,851,6973,777,0,2627
BZN|SE3,13.01.2022 00:00 - 13.01.2022 01:00 (CET/CEST),0,839,6977,738,0,2605
BZN|SE3,13.01.2022 01:00 - 13.01.2022 02:00 (CET/CEST),0,829,6981,712,0,2614
BZN|SE3,13.01.2022 02:00 - 13.01.2022 03:00 (CET/CEST),0,834,6981,684,0,2597
BZN|SE3,13.01.2022 03:00 - 13.01.2022 04:00 (CET/CEST),0,833,6981,684,0,2594
BZN|SE3,13.01.2022 04:00 - 13.01.2022 05:00 (CET/CEST),0,828,6981,698,0,2608
BZN|SE3,13.01.2022 05:00 - 13.01.2022 06:00 (CET/CEST),0,792,6981,729,0,2572
BZN|SE3,13.01.2022 06:00 - 13.01.2022 07:00 (CET/CEST),0,874,6978,797,0,2548
BZN|SE3,13.01.2022 07:00 - 13.01.2022 08:00 (CET/CEST),0,926,6978,817,0,2542
BZN|SE3,13.01.2022 08:00 - 13.01.2022 09:00 (CET/CEST),0,956,6977,803,0,2538
BZN|SE3,13.01.2022 09:00 - 13.01.2022 10:00 (CET/CEST),0,963,6977,810,2,2549
BZN|SE3,13.01.2022 10:00 - 13.01.2022 11:00 (CET/CEST),0,964,6975,819,6,2570
BZN|SE3,13.01.2022 11:00 - 13.01.2022 12:00 (CET/CEST),0,959,6977,823,12,2577
BZN|SE3,13.01.2022 12:00 - 13.01.2022 13:00 (CET/CEST),0,927,6977,822,12,2599
BZN|SE3,13.01.2022 13:00 - 13.01.2022 14:00 (CET/CEST),0,915,6977,818,9,2628
BZN|SE3,13.01.2022 14:00 - 13.01.2022 15:00 (CET/CEST),0,911,6979,812,3,2635
BZN|SE3,13.01.2022 15:00 - 13.01.2022 16:00 (CET/CEST),0,914,6979,808,0,2667
BZN|SE3,13.01.2022 16:00 - 13.01.2022 17:00 (CET/CEST),0,912,6979,812,0,2698
BZN|SE3,13.01.2022 17:00 - 13.01.2022 18:00 (CET/CEST),0,923,6977,804,0,2724
BZN|SE3,13.01.2022 18:00 - 13.01.2022 19:00 (CET/CEST),0,909,6977,780,0,2735
BZN|SE3,13.01.2022 19:00 - 13.01.2022 20:00 (CET/CEST),0,914,6977,762,0,2728
BZN|SE3,13.01.2022 20:00 - 13.01.2022 21:00 (CET/CEST),0,906,6978,756,0,2685
BZN|SE3,13.01.2022 21:00 - 13.01.2022 22:00 (CET/CEST),0,883,6981,724,0,2597
BZN|SE3,13.01.2022 22:00 - 13.01.2022 23:00 (CET/CEST),0,854,6980,667,0,2580
BZN|SE3,13.01.2022 23:00 - 14.01.2022 00:00 (CET/CEST),0,839,6981,639,0,2524
BZN|SE3,14.01.2022 00:00 - 14.01.2022 01:00 (CET/CEST),0,773,6979,579,0,2548
BZN|SE3,14.01.2022 01:00 - 14.01.2022 02:00 (CET/CEST),0,774,6981,582,0,2647
BZN|SE3,14.01.2022 02:00 - 14.01.2022 03:00 (CET/CEST),0,774,6979,575,0,2724
BZN|SE3,14.01.2022 03:00 - 14.01.2022 04:00 (CET/CEST),0,774,6979,584,0,2724
BZN|SE3,14.01.2022 04:00 - 14.01.2022 05:00 (CET/CEST),0,753,6980,607,0,2727
BZN|SE3,14.01.2022 05:00 - 14.01.2022 06:00 (CET/CEST),0,696,6979,686,0,2710
BZN|SE3,14.01.2022 06:00 - 14.01.2022 07:00 (CET/CEST),0,742,6978,827,0,2697
BZN|SE3,14.01.2022 07:00 - 14.01.2022 08:00 (CET/CEST),0,796,6977,941,0,2640
BZN|SE3,14.01.2022 08:00 - 14.01.2022 09:00 (CET/CEST),0,845,6978,1010,0,2605
BZN|SE3,14.01.2022 09:00 - 14.01.2022 10:00 (CET/CEST),0,853,6977,1025,3,2612
BZN|SE3,14.01.2022 10:00 - 14.01.2022 11:00 (CET/CEST),0,860,6976,1028,12,2603
BZN|SE3,14.01.2022 11:00 - 14.01.2022 12:00 (CET/CEST),0,861,6970,1025,22,2571
BZN|SE3,14.01.2022 12:00 - 14.01.2022 13:00 (CET/CEST),0,961,6977,1017,24,2539
BZN|SE3,14.01.2022 13:00 - 14.01.2022 14:00 (CET/CEST),0,964,6977,1011,18,2483
BZN|SE3,14.01.2022 14:00 - 14.01.2022 15:00 (CET/CEST),0,974,6976,1020,8,2452
BZN|SE3,14.01.2022 15:00 - 14.01.2022 16:00 (CET/CEST),0,1022,6976,1034,1,2436
BZN|SE3,14.01.2022 16:00 - 14.01.2022 17:00 (CET/CEST),0,1236,6976,1046,0,2423
BZN|SE3,14.01.2022 17:00 - 14.01.2022 18:00 (CET/CEST),0,1291,6977,1056,0,2431
BZN|SE3,14.01.2022 18:00 - 14.01.2022 19:00 (CET/CEST),0,1285,6975,1066,0,2397
BZN|SE3,14.01.2022 19:00 - 14.01.2022 20:00 (CET/CEST),0,1010,6976,1057,0,2387
BZN|SE3,14.01.2022 20:00 - 14.01.2022 21:00 (CET/CEST),0,940,6977,1055,0,2343
BZN|SE3,14.01.2022 21:00 - 14.01.2022 22:00 (CET/CEST),0,883,6977,1043,0,2278
BZN|SE3,14.01.2022 22:00 - 14.01.2022 23:00 (CET/CEST),0,847,6978,891,0,2216
BZN|SE3,14.01.2022 23:00 - 15.01.2022 00:00 (CET/CEST),0,782,6978,821,0,2126
BZN|SE3,15.01.2022 00:00 - 15.01.2022 01:00 (CET/CEST),0,771,6980,746,0,1978
BZN|SE3,15.01.2022 01:00 - 15.01.2022 02:00 (CET/CEST),0,770,6979,743,0,1857
BZN|SE3,15.01.2022 02:00 - 15.01.2022 03:00 (CET/CEST),0,775,6978,742,0,1701
BZN|SE3,15.01.2022 03:00 - 15.01.2022 04:00 (CET/CEST),0,780,6978,721,0,1547
BZN|SE3,15.01.2022 04:00 - 15.01.2022 05:00 (CET/CEST),0,787,6977,749,0,1393
BZN|SE3,15.01.2022 05:00 - 15.01.2022 06:00 (CET/CEST),0,798,6976,870,0,1242
BZN|SE3,15.01.2022 06:00 - 15.01.2022 07:00 (CET/CEST),0,900,6977,1010,0,1089
BZN|SE3,15.01.2022 07:00 - 15.01.2022 08:00 (CET/CEST),0,1156,6976,1050,0,978
BZN|SE3,15.01.2022 08:00 - 15.01.2022 09:00 (CET/CEST),0,1289,6976,1056,0,864
BZN|SE3,15.01.2022 09:00 - 15.01.2022 10:00 (CET/CEST),0,1321,6975,1056,2,834
BZN|SE3,15.01.2022 10:00 - 15.01.2022 11:00 (CET/CEST),0,1324,6975,1058,7,742
BZN|SE3,15.01.2022 11:00 - 15.01.2022 12:00 (CET/CEST),0,1239,6976,1058,14,637
BZN|SE3,15.01.2022 12:00 - 15.01.2022 13:00 (CET/CEST),0,1244,6975,1075,14,535
BZN|SE3,15.01.2022 13:00 - 15.01.2022 14:00 (CET/CEST),0,1256,6975,1082,9,483
BZN|SE3,15.01.2022 14:00 - 15.01.2022 15:00 (CET/CEST),0,1265,6976,1084,3,510
BZN|SE3,15.01.2022 15:00 - 15.01.2022 16:00 (CET/CEST),0,1352,6976,1092,0,675
BZN|SE3,15.01.2022 16:00 - 15.01.2022 17:00 (CET/CEST),0,1358,6957,1097,0,843
BZN|SE3,15.01.2022 17:00 - 15.01.2022 18:00 (CET/CEST),0,1361,6927,1094,0,982
BZN|SE3,15.01.2022 18:00 - 15.01.2022 19:00 (CET/CEST),0,1365,6947,1097,0,1122
BZN|SE3,15.01.2022 19:00 - 15.01.2022 20:00 (CET/CEST),0,1351,6963,1101,0,1283
BZN|SE3,15.01.2022 20:00 - 15.01.2022 21:00 (CET/CEST),0,1300,6967,1056,0,1416
BZN|SE3,15.01.2022 21:00 - 15.01.2022 22:00 (CET/CEST),0,1268,6973,1045,0,1558
BZN|SE3,15.01.2022 22:00 - 15.01.2022 23:00 (CET/CEST),0,1131,6974,1031,0,1625
BZN|SE3,15.01.2022 23:00 - 16.01.2022 00:00 (CET/CEST),0,807,6974,850,0,1650
BZN|SE3,16.01.2022 00:00 - 16.01.2022 01:00 (CET/CEST),0,756,6976,698,0,1759
BZN|SE3,16.01.2022 01:00 - 16.01.2022 02:00 (CET/CEST),0,730,6976,684,0,1829
BZN|SE3,16.01.2022 02:00 - 16.01.2022 03:00 (CET/CEST),0,719,6977,690,0,1959
BZN|SE3,16.01.2022 03:00 - 16.01.2022 04:00 (CET/CEST),0,708,6977,714,0,2089
BZN|SE3,16.01.2022 04:00 - 16.01.2022 05:00 (CET/CEST),0,700,6976,718,0,2238
BZN|SE3,16.01.2022 05:00 - 16.01.2022 06:00 (CET/CEST),0,702,6976,731,0,2313
BZN|SE3,16.01.2022 06:00 - 16.01.2022 07:00 (CET/CEST),0,705,6975,768,0,2394
BZN|SE3,16.01.2022 07:00 - 16.01.2022 08:00 (CET/CEST),0,717,6976,791,0,2452
BZN|SE3,16.01.2022 08:00 - 16.01.2022 09:00 (CET/CEST),0,734,6974,821,0,2524
BZN|SE3,16.01.2022 09:00 - 16.01.2022 10:00 (CET/CEST),0,723,6975,848,0,2546
BZN|SE3,16.01.2022 10:00 - 16.01.2022 11:00 (CET/CEST),0,722,6974,846,2,2599
BZN|SE3,16.01.2022 11:00 - 16.01.2022 12:00 (CET/CEST),0,736,6974,837,4,2645
BZN|SE3,16.01.2022 12:00 - 16.01.2022 13:00 (CET/CEST),0,732,6977,842,5,2646
BZN|SE3,16.01.2022 13:00 - 16.01.2022 14:00 (CET/CEST),0,734,6975,850,5,2608
BZN|SE3,16.01.2022 14:00 - 16.01.2022 15:00 (CET/CEST),0,733,6977,882,2,2481
BZN|SE3,16.01.2022 15:00 - 16.01.2022 16:00 (CET/CEST),0,748,6977,881,0,2317
BZN|SE3,16.01.2022 16:00 - 16.01.2022 17:00 (CET/CEST),0,785,6975,890,0,2165
BZN|SE3,16.01.2022 17:00 - 16.01.2022 18:00 (CET/CEST),0,790,6975,892,0,2097
BZN|SE3,16.01.2022 18:00 - 16.01.2022 19:00 (CET/CEST),0,791,6975,900,0,2186
BZN|SE3,16.01.2022 19:00 - 16.01.2022 20:00 (CET/CEST),0,774,6976,890,0,2421
BZN|SE3,16.01.2022 20:00 - 16.01.2022 21:00 (CET/CEST),0,729,6976,874,0,2630
BZN|SE3,16.01.2022 21:00 - 16.01.2022 22:00 (CET/CEST),0,718,6976,876,0,2746
BZN|SE3,16.01.2022 22:00 - 16.01.2022 23:00 (CET/CEST),0,714,6975,873,0,2778
BZN|SE3,16.01.2022 23:00 - 17.01.2022 00:00 (CET/CEST),0,715,6977,861,0,2763
BZN|SE3,17.01.2022 00:00 - 17.01.2022 01:00 (CET/CEST),0,721,6978,818,0,2717
BZN|SE3,17.01.2022 01:00 - 17.01.2022 02:00 (CET/CEST),0,720,6978,829,0,2720
BZN|SE3,17.01.2022 02:00 - 17.01.2022 03:00 (CET/CEST),0,725,6978,825,0,2678
BZN|SE3,17.01.2022 03:00 - 17.01.2022 04:00 (CET/CEST),0,732,6979,809,0,2675
BZN|SE3,17.01.2022 04:00 - 17.01.2022 05:00 (CET/CEST),0,739,6978,851,0,2669
BZN|SE3,17.01.2022 05:00 - 17.01.2022 06:00 (CET/CEST),0,699,6978,907,0,2696
BZN|SE3,17.01.2022 06:00 - 17.01.2022 07:00 (CET/CEST),0,704,6976,987,0,2658
BZN|SE3,17.01.2022 07:00 - 17.01.2022 08:00 (CET/CEST),0,884,6978,1080,0,2615
BZN|SE3,17.01.2022 08:00 - 17.01.2022 09:00 (CET/CEST),0,931,6978,1104,0,2547
BZN|SE3,17.01.2022 09:00 - 17.01.2022 10:00 (CET/CEST),0,946,6979,1110,3,2526
BZN|SE3,17.01.2022 10:00 - 17.01.2022 11:00 (CET/CEST),0,956,6978,1064,14,2447
BZN|SE3,17.01.2022 11:00 - 17.01.2022 12:00 (CET/CEST),0,915,6979,1096,24,2325
BZN|SE3,17.01.2022 12:00 - 17.01.2022 13:00 (CET/CEST),0,933,6979,1078,26,2121
BZN|SE3,17.01.2022 13:00 - 17.01.2022 14:00 (CET/CEST),0,965,6979,1095,21,1993
BZN|SE3,17.01.2022 14:00 - 17.01.2022 15:00 (CET/CEST),0,1087,6978,1117,10,1881
BZN|SE3,17.01.2022 15:00 - 17.01.2022 16:00 (CET/CEST),0,1259,6974,1117,1,1884
BZN|SE3,17.01.2022 16:00 - 17.01.2022 17:00 (CET/CEST),0,1336,6973,1072,0,1932
BZN|SE3,17.01.2022 17:00 - 17.01.2022 18:00 (CET/CEST),0,1377,6971,1124,0,1995
BZN|SE3,17.01.2022 18:00 - 17.01.2022 19:00 (CET/CEST),0,1376,6971,1091,0,1985
BZN|SE3,17.01.2022 19:00 - 17.01.2022 20:00 (CET/CEST),0,1364,6971,1118,0,1962
BZN|SE3,17.01.2022 20:00 - 17.01.2022 21:00 (CET/CEST),0,1344,6970,1146,0,1899
BZN|SE3,17.01.2022 21:00 - 17.01.2022 22:00 (CET/CEST),0,1259,6970,1151,0,1780
BZN|SE3,17.01.2022 22:00 - 17.01.2022 23:00 (CET/CEST),0,1187,6970,1143,0,1662
BZN|SE3,17.01.2022 23:00 - 18.01.2022 00:00 (CET/CEST),0,885,6976,1080,0,1511
BZN|SE3,18.01.2022 00:00 - 18.01.2022 01:00 (CET/CEST),0,835,6973,1044,0,1324
BZN|SE3,18.01.2022 01:00 - 18.01.2022 02:00 (CET/CEST),0,818,6971,1033,0,1189
BZN|SE3,18.01.2022 02:00 - 18.01.2022 03:00 (CET/CEST),0,875,6970,1034,0,973
BZN|SE3,18.01.2022 03:00 - 18.01.2022 04:00 (CET/CEST),0,939,6970,1029,0,852
BZN|SE3,18.01.2022 04:00 - 18.01.2022 05:00 (CET/CEST),0,962,6967,1046,0,782
BZN|SE3,18.01.2022 05:00 - 18.01.2022 06:00 (CET/CEST),0,1197,6965,1118,0,847
BZN|SE3,18.01.2022 06:00 - 18.01.2022 07:00 (CET/CEST),0,1291,6966,1162,0,954
BZN|SE3,18.01.2022 07:00 - 18.01.2022 08:00 (CET/CEST),0,1392,6970,1174,0,1130
BZN|SE3,18.01.2022 08:00 - 18.01.2022 09:00 (CET/CEST),0,1413,6973,1180,0,1286
BZN|SE3,18.01.2022 09:00 - 18.01.2022 10:00 (CET/CEST),0,1427,6975,1187,3,1367
BZN|SE3,18.01.2022 10:00 - 18.01.2022 11:00 (CET/CEST),0,1421,6976,1179,10,1442
BZN|SE3,18.01.2022 11:00 - 18.01.2022 12:00 (CET/CEST),0,1352,6978,1180,15,1482
BZN|SE3,18.01.2022 12:00 - 18.01.2022 13:00 (CET/CEST),0,1429,6979,1178,14,1537
BZN|SE3,18.01.2022 13:00 - 18.01.2022 14:00 (CET/CEST),0,1414,6977,1162,9,1608
BZN|SE3,18.01.2022 14:00 - 18.01.2022 15:00 (CET/CEST),0,1412,6976,1159,4,1723
BZN|SE3,18.01.2022 15:00 - 18.01.2022 16:00 (CET/CEST),0,1414,6977,1155,0,1880
BZN|SE3,18.01.2022 16:00 - 18.01.2022 17:00 (CET/CEST),0,1411,6977,1160,0,2003
BZN|SE3,18.01.2022 17:00 - 18.01.2022 18:00 (CET/CEST),0,1403,6975,1161,0,2098
BZN|SE3,18.01.2022 18:00 - 18.01.2022 19:00 (CET/CEST),0,1385,6976,1165,0,2120
BZN|SE3,18.01.2022 19:00 - 18.01.2022 20:00 (CET/CEST),0,1368,6977,1164,0,2118
BZN|SE3,18.01.2022 20:00 - 18.01.2022 21:00 (CET/CEST),0,1239,6977,1152,0,2124
BZN|SE3,18.01.2022 21:00 - 18.01.2022 22:00 (CET/CEST),0,1097,6978,1102,0,2133
BZN|SE3,18.01.2022 22:00 - 18.01.2022 23:00 (CET/CEST),0,982,6980,1030,0,2183
BZN|SE3,18.01.2022 23:00 - 19.01.2022 00:00 (CET/CEST),0,785,6975,936,0,2249
BZN|SE3,19.01.2022 00:00 - 19.01.2022 01:00 (CET/CEST),0,740,6973,728,0,2326
BZN|SE3,19.01.2022 01:00 - 19.01.2022 02:00 (CET/CEST),0,730,6976,689,0,2393
BZN|SE3,19.01.2022 02:00 - 19.01.2022 03:00 (CET/CEST),0,734,6978,691,0,2470
BZN|SE3,19.01.2022 03:00 - 19.01.2022 04:00 (CET/CEST),0,732,6977,701,0,2510
BZN|SE3,19.01.2022 04:00 - 19.01.2022 05:00 (CET/CEST),0,729,6976,711,0,2580
BZN|SE3,19.01.2022 05:00 - 19.01.2022 06:00 (CET/CEST),0,662,6975,767,0,2635
BZN|SE3,19.01.2022 06:00 - 19.01.2022 07:00 (CET/CEST),0,693,6974,863,0,2681
BZN|SE3,19.01.2022 07:00 - 19.01.2022 08:00 (CET/CEST),0,815,6975,946,0,2672
BZN|SE3,19.01.2022 08:00 - 19.01.2022 09:00 (CET/CEST),0,875,6977,935,0,2663
BZN|SE3,19.01.2022 09:00 - 19.01.2022 10:00 (CET/CEST),15,948,6976,956,1,2656
BZN|SE3,19.01.2022 10:00 - 19.01.2022 11:00 (CET/CEST),0,944,6973,954,4,2669
BZN|SE3,19.01.2022 11:00 - 19.01.2022 12:00 (CET/CEST),0,942,6970,931,6,2656
BZN|SE3,19.01.2022 12:00 - 19.01.2022 13:00 (CET/CEST),0,932,6969,940,6,2646
BZN|SE3,19.01.2022 13:00 - 19.01.2022 14:00 (CET/CEST),0,928,6976,872,4,2660
BZN|SE3,19.01.2022 14:00 - 19.01.2022 15:00 (CET/CEST),0,904,6977,840,2,2673
BZN|SE3,19.01.2022 15:00 - 19.01.2022 16:00 (CET/CEST),0,898,6978,834,0,2709
BZN|SE3,19.01.2022 16:00 - 19.01.2022 17:00 (CET/CEST),0,902,6977,846,0,2632
BZN|SE3,19.01.2022 17:00 - 19.01.2022 18:00 (CET/CEST),0,943,6976,885,0,2510
BZN|SE3,19.01.2022 18:00 - 19.01.2022 19:00 (CET/CEST),0,924,6976,888,0,2440
BZN|SE3,19.01.2022 19:00 - 19.01.2022 20:00 (CET/CEST),0,792,6974,858,0,2492
BZN|SE3,19.01.2022 20:00 - 19.01.2022 21:00 (CET/CEST),0,795,6971,812,0,2614
BZN|SE3,19.01.2022 21:00 - 19.01.2022 22:00 (CET/CEST),0,757,6972,752,0,2674
BZN|SE3,19.01.2022 22:00 - 19.01.2022 23:00 (CET/CEST),0,734,6973,707,0,2669
BZN|SE3,19.01.2022 23:00 - 20.01.2022 00:00 (CET/CEST),0,733,6974,676,0,2673
BZN|SE3,20.01.2022 00:00 - 20.01.2022 01:00 (CET/CEST),0,728,6975,640,0,2608
BZN|SE3,20.01.2022 01:00 - 20.01.2022 02:00 (CET/CEST),0,728,6976,624,0,2550
BZN|SE3,20.01.2022 02:00 - 20.01.2022 03:00 (CET/CEST),0,726,6974,614,0,2578
BZN|SE3,20.01.2022 03:00 - 20.01.2022 04:00 (CET/CEST),0,728,6976,609,0,2608
BZN|SE3,20.01.2022 04:00 - 20.01.2022 05:00 (CET/CEST),0,738,6977,625,0,2633
BZN|SE3,20.01.2022 05:00 - 20.01.2022 06:00 (CET/CEST),0,720,6974,704,0,2640
BZN|SE3,20.01.2022 06:00 - 20.01.2022 07:00 (CET/CEST),0,733,6975,867,0,2666
BZN|SE3,20.01.2022 07:00 - 20.01.2022 08:00 (CET/CEST),0,884,6975,967,0,2636
BZN|SE3,20.01.2022 08:00 - 20.01.2022 09:00 (CET/CEST),0,965,6971,1004,0,2617
BZN|SE3,20.01.2022 09:00 - 20.01.2022 10:00 (CET/CEST),0,988,6972,1019,4,2628
BZN|SE3,20.01.2022 10:00 - 20.01.2022 11:00 (CET/CEST),0,980,6970,1009,14,2641
BZN|SE3,20.01.2022 11:00 - 20.01.2022 12:00 (CET/CEST),0,942,6970,1003,26,2616
BZN|SE3,20.01.2022 12:00 - 20.01.2022 13:00 (CET/CEST),0,946,6972,962,29,2616
BZN|SE3,20.01.2022 13:00 - 20.01.2022 14:00 (CET/CEST),0,1014,6970,956,22,2585
BZN|SE3,20.01.2022 14:00 - 20.01.2022 15:00 (CET/CEST),0,1046,6971,957,12,2565
BZN|SE3,20.01.2022 15:00 - 20.01.2022 16:00 (CET/CEST),0,1064,6970,954,2,2613
BZN|SE3,20.01.2022 16:00 - 20.01.2022 17:00 (CET/CEST),0,1088,6970,1016,0,2597
BZN|SE3,20.01.2022 17:00 - 20.01.2022 18:00 (CET/CEST),0,1264,6969,1023,0,2628
BZN|SE3,20.01.2022 18:00 - 20.01.2022 19:00 (CET/CEST),0,1260,6969,994,0,2625
BZN|SE3,20.01.2022 19:00 - 20.01.2022 20:00 (CET/CEST),0,1147,6971,1023,0,2610
BZN|SE3,20.01.2022 20:00 - 20.01.2022 21:00 (CET/CEST),0,1049,6970,1005,0,2559
BZN|SE3,20.01.2022 21:00 - 20.01.2022 22:00 (CET/CEST),0,995,6972,985,0,2527
BZN|SE3,20.01.2022 22:00 - 20.01.2022 23:00 (CET/CEST),0,936,6971,942,0,2520
BZN|SE3,20.01.2022 23:00 - 21.01.2022 00:00 (CET/CEST),0,823,6971,850,0,2512
